ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yearly,yearly_lower,yearly_upper,additive_terms,additive_terms_lower,additive_terms_upper,yhat
2011-04-01,-2398.319339491487,-43117.119723585805,32965.03440496534,-2398.319339491487,-2398.319339491487,0.4625365465963329,0.4625365465963329,0.4625365465963329,0.4625365465963329,0.4625365465963329,0.4625365465963329,0.0,0.0,0.0,-3507.6296844150775
2011-05-01,-1898.129028192993,-39519.39601250634,35829.177292848966,-1898.129028192993,-1898.129028192993,0.38594643751297353,0.38594643751297353,0.38594643751297353,0.38594643751297353,0.38594643751297353,0.38594643751297353,0.0,0.0,0.0,-2630.7051645640413
2011-06-01,-1381.2657065178826,-40330.29092059039,33907.18166372231,-1381.2657065178826,-1381.2657065178826,0.4101225327179865,0.4101225327179865,0.4101225327179865,0.4101225327179865,0.4101225327179865,0.4101225327179865,0.0,0.0,0.0,-1947.7538964314956
2011-07-01,-881.0753952193884,-38874.99618869454,37238.37252026166,-881.0753952193884,-881.0753952193884,-0.4206115134493093,-0.4206115134493093,-0.4206115134493093,-0.4206115134493093,-0.4206115134493093,-0.4206115134493093,0.0,0.0,0.0,-510.48493977321306
2011-08-01,-364.21207354427787,-38330.1357266742,38771.72933007227,-364.21207354427787,-364.21207354427787,-0.11053751102136089,-0.11053751102136089,-0.11053751102136089,-0.11053751102136089,-0.11053751102136089,-0.11053751102136089,0.0,0.0,0.0,-323.95297745076454
2011-09-01,152.65113233519367,-34174.2883489174,39695.85629503049,152.65113233519367,152.65113233519367,0.11667990364442749,0.11667990364442749,0.11667990364442749,0.11667990364442749,0.11667990364442749,0.11667990364442749,0.0,0.0,0.0,170.46245174727682
2011-10-01,652.8413315733918,-39984.58200719163,40242.28344483412,652.8413315733918,652.8413315733918,0.20839618151657052,0.20839618151657052,0.20839618151657052,0.20839618151657052,0.20839618151657052,0.20839618151657052,0.0,0.0,0.0,788.89097220948
2011-11-01,1169.704537452863,-36061.09868482941,38306.72659454374,1169.704537452863,1169.704537452863,0.19240553244572345,0.19240553244572345,0.19240553244572345,0.19240553244572345,0.19240553244572345,0.19240553244572345,0.0,0.0,0.0,1394.7621617856596
2011-12-01,1669.894736691061,-35098.43570587532,41488.13747376861,1669.894736691061,1669.894736691061,0.0708652333266162,0.0708652333266162,0.0708652333266162,0.0708652333266162,0.0708652333266162,0.0708652333266162,0.0,0.0,0.0,1788.2322168375615
2012-01-01,2186.757703839072,-36786.38683158739,39838.93354723599,2186.757703839072,2186.757703839072,-0.24527824344263172,-0.24527824344263172,-0.24527824344263172,-0.24527824344263172,-0.24527824344263172,-0.24527824344263172,0.0,0.0,0.0,1650.3936154067817
2012-02-01,2703.6206709870817,-35731.07292072477,38992.052652510014,2703.6206709870817,2703.6206709870817,-0.3148494030362352,-0.3148494030362352,-0.3148494030362352,-0.3148494030362352,-0.3148494030362352,-0.3148494030362352,0.0,0.0,0.0,1852.3873166903734
2012-03-01,3187.137640254576,-35307.90653332264,45000.542165933555,3187.137640254576,3187.137640254576,0.2673960757946321,0.2673960757946321,0.2673960757946321,0.2673960757946321,0.2673960757946321,0.2673960757946321,0.0,0.0,0.0,4039.3657382760134
2012-04-01,3704.000607402585,-30306.05689024026,44632.82414439776,3704.000607402585,3704.000607402585,0.32804205336744097,0.32804205336744097,0.32804205336744097,0.32804205336744097,0.32804205336744097,0.32804205336744097,0.0,0.0,0.0,4919.068572329178
2012-05-01,4204.190794382728,-34178.9182078826,44724.12324746565,4204.190794382728,4204.190794382728,0.29972700156427745,0.29972700156427745,0.29972700156427745,0.29972700156427745,0.29972700156427745,0.29972700156427745,0.0,0.0,0.0,5464.300295187201
2012-07-01,5221.244174575687,-31329.666148985056,43147.97928603402,5221.244174575687,5221.244174575687,0.08678995893414981,0.08678995893414981,0.08678995893414981,0.08678995893414981,0.08678995893414981,0.08678995893414981,0.0,0.0,0.0,5674.39574207228
2012-08-01,5738.1073677885,-34336.105550677035,44215.20452508488,5738.1073677885,5738.1073677885,-0.013042068275398444,-0.013042068275398444,-0.013042068275398444,-0.013042068275398444,-0.013042068275398444,-0.013042068275398444,0.0,0.0,0.0,5663.270579726235
2012-09-01,6254.970663414526,-33884.76705661872,42423.58074240887,6254.970663414526,6254.970663414526,-0.05823805636255086,-0.05823805636255086,-0.05823805636255086,-0.05823805636255086,-0.05823805636255086,-0.05823805636255086,0.0,0.0,0.0,5890.693329372489
2012-10-01,6755.160949504229,-31793.65532870542,45769.30866185595,6755.160949504229,6755.160949504229,-0.09540184565700793,-0.09540184565700793,-0.09540184565700793,-0.09540184565700793,-0.09540184565700793,-0.09540184565700793,0.0,0.0,0.0,6110.70612721138
2012-11-01,7272.024245130255,-30698.787514084648,43241.416326306164,7272.024245130255,7272.024245130255,-0.0011990334469482722,-0.0011990334469482722,-0.0011990334469482722,-0.0011990334469482722,-0.0011990334469482722,-0.0011990334469482722,0.0,0.0,0.0,7263.304844833325
2012-12-01,7772.214531219958,-29203.103842792225,46576.87576086353,7772.214531219958,7772.214531219958,0.07504068944653586,0.07504068944653586,0.07504068944653586,0.07504068944653586,0.07504068944653586,0.07504068944653586,0.0,0.0,0.0,8355.446868169089
2013-01-01,8289.078128676381,-28449.986821794104,46691.28954720291,8289.078128676381,8289.078128676381,0.0997072573388178,0.0997072573388178,0.0997072573388178,0.0997072573388178,0.0997072573388178,0.0997072573388178,0.0,0.0,0.0,9115.559374753884
2013-02-01,8805.941726132804,-28075.91127659204,53950.54300551446,8805.941726132804,8805.941726132804,0.39661884267419856,0.39661884267419856,0.39661884267419856,0.39661884267419856,0.39661884267419856,0.39661884267419856,0.0,0.0,0.0,12298.544142208031
2013-03-01,9272.786265770861,-20964.416022046727,51842.54006594439,9272.786265770861,9272.786265770861,0.5205335027528148,0.5205335027528148,0.5205335027528148,0.5205335027528148,0.5205335027528148,0.5205335027528148,0.0,0.0,0.0,14099.582180970761
2013-04-01,9789.649863227281,-26981.816392833254,50512.10038062287,9789.649863227281,9789.649863227281,0.3753072244411362,0.3753072244411362,0.3753072244411362,0.3753072244411362,0.3753072244411362,0.3753072244411362,0.0,0.0,0.0,13463.77618164566
2013-05-01,10289.840896757674,-24412.180015506307,51698.99521316669,10289.840896757674,10289.840896757674,0.33134340938539086,0.33134340938539086,0.33134340938539086,0.33134340938539086,0.33134340938539086,0.33134340938539086,0.0,0.0,0.0,13699.31186152259
2013-06-01,10806.704964739078,-24327.65541906165,52653.57739523879,10806.704964739078,10806.704964739078,0.44531181851972557,0.44531181851972557,0.44531181851972557,0.44531181851972557,0.44531181851972557,0.44531181851972557,0.0,0.0,0.0,15619.058404793182
2013-07-01,11306.89599826947,-26619.305581716875,48681.4504123272,11306.89599826947,11306.89599826947,-0.0827065417649962,-0.0827065417649962,-0.0827065417649962,-0.0827065417649962,-0.0827065417649962,-0.0827065417649962,0.0,0.0,0.0,10371.741732156128
2013-08-01,11823.760066250874,-29092.861387088815,46618.38570824713,11823.760066250874,11823.760066250874,-0.04979380689080504,-0.04979380689080504,-0.04979380689080504,-0.04979380689080504,-0.04979380689080504,-0.04979380689080504,0.0,0.0,0.0,11235.010040788766
2013-09-01,12340.624285518243,-27279.887253840312,48581.059698798796,12340.624285518243,12340.624285518243,-0.003291370224316248,-0.003291370224316248,-0.003291370224316248,-0.003291370224316248,-0.003291370224316248,-0.003291370224316248,0.0,0.0,0.0,12300.006722195414
2013-10-01,12840.81546545441,-22863.528688782724,48187.89152902059,12840.81546545441,12840.81546545441,0.005726741789418455,0.005726741789418455,0.005726741789418455,0.005726741789418455,0.005726741789418455,0.005726741789418455,0.0,0.0,0.0,12914.351499990638
2013-11-01,13357.679684721783,-21510.81644648094,50171.88319583214,13357.679684721783,13357.679684721783,0.06590834801038525,0.06590834801038525,0.06590834801038525,0.06590834801038525,0.06590834801038525,0.06590834801038525,0.0,0.0,0.0,14238.06228599368
2013-12-01,13857.870864657947,-24735.557904688478,49152.48336707766,13857.870864657947,13857.870864657947,0.07775963536430908,0.07775963536430908,0.07775963536430908,0.07775963536430908,0.07775963536430908,0.07775963536430908,0.0,0.0,0.0,14935.453850019432
2014-01-01,14374.738729315213,-25014.253023276495,55984.84343629064,14374.738729315213,14374.738729315213,-0.012489780001274764,-0.012489780001274764,-0.012489780001274764,-0.012489780001274764,-0.012489780001274764,-0.012489780001274764,0.0,0.0,0.0,14195.201405010263
2014-02-01,14891.606593972487,-17801.55127376594,53897.12778966966,14891.606593972487,14891.606593972487,0.15474701009205338,0.15474701009205338,0.15474701009205338,0.15474701009205338,0.15474701009205338,0.15474701009205338,0.0,0.0,0.0,17196.038189856838
2014-03-01,15358.454987856469,-10979.392461928413,65439.14899988969,15358.454987856469,15358.454987856469,0.7774099906818797,0.7774099906818797,0.7774099906818797,0.7774099906818797,0.7774099906818797,0.7774099906818797,0.0,0.0,0.0,27298.271336854035
2014-04-01,15875.322852513733,-16960.65322459728,56946.62438168945,15875.322852513733,15875.322852513733,0.42018684579405663,0.42018684579405663,0.42018684579405663,0.42018684579405663,0.42018684579405663,0.42018684579405663,0.0,0.0,0.0,22545.924687873787
2014-05-01,16398.37943458119,-14306.621694547692,60046.32014752759,16398.37943458119,16398.37943458119,0.3600980130133893,0.3600980130133893,0.3600980130133893,0.3600980130133893,0.3600980130133893,0.3600980130133893,0.0,0.0,0.0,22303.403285613505
2014-06-01,16938.8712360509,-14153.588590371975,62873.94916840334,16938.8712360509,16938.8712360509,0.4295990632501463,0.4295990632501463,0.4295990632501463,0.4295990632501463,0.4295990632501463,0.4295990632501463,0.0,0.0,0.0,24215.794451573216
2014-07-01,17461.92781811836,-24568.126397548305,50384.353378068634,17461.92781811836,17461.92781811836,-0.2519164299794051,-0.2519164299794051,-0.2519164299794051,-0.2519164299794051,-0.2519164299794051,-0.2519164299794051,0.0,0.0,0.0,13062.98130161992
2014-08-01,18013.224617205564,-21488.79495653135,52932.54277812422,18013.224617205564,18013.224617205564,-0.08231661231585408,-0.08231661231585408,-0.08231661231585408,-0.08231661231585408,-0.08231661231585408,-0.08231661231585408,0.0,0.0,0.0,16530.436989832655
2014-09-01,18564.521416292762,-18638.87919654397,58121.107281460536,18564.521416292762,18564.521416292762,0.05504397231311953,0.05504397231311953,0.05504397231311953,0.05504397231311953,0.05504397231311953,0.05504397231311953,0.0,0.0,0.0,19586.386419137496
2014-10-01,19098.034447667473,-21392.509498761025,57925.548920774585,19098.034447667473,19098.034447667473,0.10704877899070386,0.10704877899070386,0.10704877899070386,0.10704877899070386,0.10704877899070386,0.10704877899070386,0.0,0.0,0.0,21142.455716412675
2014-11-01,19649.331246754675,-17337.52442921444,58899.46836110933,19649.331246754675,19649.331246754675,0.13048168086988343,0.13048168086988343,0.13048168086988343,0.13048168086988343,0.13048168086988343,0.13048168086988343,0.0,0.0,0.0,22213.20901580035
2014-12-01,20402.824870303983,-17940.193166847006,57355.89478608898,20402.824870303983,20402.824870303983,0.07635749310376783,0.07635749310376783,0.07635749310376783,0.07635749310376783,0.07635749310376783,0.07635749310376783,0.0,0.0,0.0,21960.733429635602
2015-01-01,21181.434947971604,-19256.5794002867,58034.43243784284,21181.434947971604,21181.434947971604,-0.1275549887817361,-0.1275549887817361,-0.1275549887817361,-0.1275549887817361,-0.1275549887817361,-0.1275549887817361,0.0,0.0,0.0,18479.637250802014
2015-02-01,21960.04502563923,-18837.909949753917,59946.67718620977,21960.04502563923,21960.04502563923,-0.08249918638296316,-0.08249918638296316,-0.08249918638296316,-0.08249918638296316,-0.08249918638296316,-0.08249918638296316,0.0,0.0,0.0,20148.359178090755
2015-03-01,22663.305740951928,10803.845221460604,83621.6838903059,22663.305740951928,22663.305740951928,1.0377393370109904,1.0377393370109904,1.0377393370109904,1.0377393370109904,1.0377393370109904,1.0377393370109904,0.0,0.0,0.0,46181.90961504475
